Feed_ID,Feed_name,Catergory,Price(Won/kg),Concentrate(%),Forage(%),DM(%AF),NDF (%DM),Lignin (%NDF),CP (%DM),Sol-P (%CP),NPN (%Sol-P),NDICP (%CP),ADICP (%CP),Starch (%NSC),Crude fat (%DM),Crude ash (%DM),peNDF (%NDF),CHO-A (%/hr),CHO-B1 (%/hr),CHO-B2 (%/hr),CHO-C (%/hr),Protein-A (%/hr),Protein-B1 (%/hr),Protein-B2 (%/hr),Protein-B3 (%/hr),Protein-C (%/hr),ID-CHO-A (%),ID-CHO-B1 (%),ID-CHO-B2 (%),ID-CHO-C (%),ID-Protein-A (%),ID-Protein-B1 (%),ID-Protein-B2 (%),ID-Protein-B3 (%),ID-Protein-C (%),ID-Fat (%),ID-Ash (%),Methionine (%UIP),Lysine (%UIP),Arginine (%UIP),Threonine (%UIP),Leucine (%UIP),Isoleucine (%UIP),Valine (%UIP),Histidine (%UIP),Phenylalanine (%UIP),Tryptophan (%UIP),TDN (%DM),ME (Mcal/kg),NEm (Mcal/kg),NEg (Mcal/kg),RUP-3X (%CP),RUP-1X (%CP),Ca (%),P (%),Mg (%),Cl (%),K (%),0 (%),S (%),Co (mg/kg),Cu (mg/kg),I (mg/kg),Fe (mg/kg),Mn (mg/kg),Se (mg/kg),Zn (mg/kg),Vit A (1000 IU/kg),Vit D (1000 IU/kg),Vit E (IU/kg),Ca-Bio,P-Bio,Mg-Bio,Cl-Bio,K-Bio,0-Bio,S-Bio,Co-Bio,Cu-Bio,I-Bio,Fe-Bio,Mn-Bio,Se-Bio,Zn-Bio,VitA-Bio,VitD-Bio,VitE-Bio,Starch,Sugar,Lactic,Acetic,Proprionic,Butyric,Isobutyric,pH,AmmoniaCPE
273,Alf-Grass Hay - LV_8616__04/02/13,Forage,0,0,100,90,55.0001,14.000156,16,25,96,25.2,14,8.858494,3,9.067,95,250,30,4.5,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,1.454867,4.340278,3.231256,3.890278,6.659033,3.878478,5.3257,1.651389,4.021533,1.022222,55.843,2.03443,1.18441,0.62145,30,30,1.5401,0.29,0.24,0.34,2.5601,0.15,0.31,0.09,9,0,227,34,0,27,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
274,Alf-Grass Hylg - EV_8618__04/02/13,Forage,0,0,100,45,49.9999,13.999628,19,60.58,96,25.2,14,7.614291,2.7001,8.6002,95,250,30,4.5,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,2.8538,8.313444,5.712289,7.709933,13.194156,7.876022,10.755556,3.149711,7.980111,1.900578,58.614951,2.16274,1.303691,0.730631,26.974737,26.974737,1.8,0.3511,0.26,0.3399,2.211,0.22,0.3399,0.1,11,0,297.4439,45,0,24,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
275,Alf-Grass Hylg - FB_8620__04/02/13,Forage,0,0,100,45,65,14.000308,13,54.76,96,25.2,14,13.158241,2.0001,8.6002,95,250,30,4.5,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,2.991444,9.217089,7.558978,7.883756,13.499156,7.582911,10.499156,3.526489,8.135044,2.254711,50.589911,1.907031,1.06358,0.5098,29.285315,29.285315,1.251,0.22,0.3111,0.3399,1.531,0.1111,0.2711,0.331,14,0,150,37,0,25,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
276,Alf-Grass Hylg - LV_8619__04/02/13,Forage,0,0,100,45,55,14.000182,16.0001,57.670077,96,25.2,14,8.380076,2.5001,8.6002,95,250,30,4.5,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,2.909711,8.680511,6.462467,7.780511,13.318111,7.756889,10.651467,3.302756,8.043,2.044422,55.86492,2.07706,1.2243,0.65808,28.129949,28.129949,1.54,0.2909,0.24,0.3399,2.56,0.151,0.3111,0.091,9,0,227,34,0,27,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
277,Algarrobo Pods_8792__04/02/13,Forage,0,0,100,90,17.7778,0,6.2111,40,0,0,0,10,0.7222,2.2112,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,3.777822,4.333278,3.444367,4.333278,5.888922,3.777822,7.777833,2.666733,3.444367,1.111089,91.50512,3.15249,2.15641,1.47952,30,30,0.2778,0.1555,0.0889,0.4333,1.3221,0.0778,0.1444,0.055556,3.333333,0,155.5556,7.777778,0,22.222222,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
278,AMMONIUM CHLORIDE_905__07/25/13,Non calory,0,100,0,98,0,0,157.040816,100,100,0,0,0,0,61.22449,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
279,AMMONIUM CHLORIDE_905__11/29/13,Non calory,390,100,0,98,0,0,157.0408163,100,100,0,0,0,0,61.2244898,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
280,ANIMAL FAT_DIE_80047__07/25/13,Fat,0,100,0,99.93,0,0,0,100,100,0,0,0,99.409587,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,223.156209,7.841429,6.20003,4.668188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
281,ANIMAL FAT_MIXER_47__07/25/13,Fat,0,100,0,99.93,0,0,0,100,100,0,0,0,99.409587,0,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,223.156209,7.841429,6.20003,4.668188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
282,Artichoke Ensiled_8739__04/02/13,Forage,0,0,100,45,16.1401,44.610009,4.2601,46.282247,0,0,0,1.957468,0.5601,2.4101,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,3.885667,15.0878,19.556133,9.012822,15.4806,5.678533,8.833378,5.974289,9.141667,4.555444,76.69586,2.56904,1.66682,1.0565,32.650877,32.650877,1.54,0.291,0.2401,0.3401,2.56,0.1511,0.311,0.091,9,0,226.9999,34,0,27,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
283,Artichoke Forage_8738__04/02/13,Forage,0,0,100,90,47.01,15.315678,10.5299,4.629958,0,0,0,4.31902,1.73,6,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,2.254956,5.976844,4.161589,5.210456,9.553856,4.966278,6.101678,2.027878,4.867411,1.200178,61.56609,2.22773,1.36321,0.78473,74.923029,74.923029,1.54,0.29,0.29,0.34,2.2601,0.1499,0.31,0.09,9,0,227,34,0,27,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
284,Asparagus Forage_8791__04/02/13,Forage,0,0,100,90,18.0889,39.803968,4.9332,4.630058,0,0,0,2.093022,1.889,3.4222,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,3.527578,7.6144,4.080067,6.747478,14.657156,6.163456,6.494322,1.882933,4.994278,0.078378,76.04208,2.56976,1.66745,1.05705,74.922971,74.922971,1.54,0.2901,0.2901,0.34,2.2601,0.15,0.3099,0.09,9,0,227,34,0,27,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
285,Asparagus Haylage_8790__04/02/13,Forage,0,0,100,45,49.7999,14.45766,13.3555,55.104863,0,0,0,9.048136,4.2223,16.0443,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,2.979889,9.140978,7.403356,7.869089,13.473444,7.607689,10.520667,3.494689,8.122,2.2248,53.95266,1.988951,1.14156,0.581971,29.148373,29.148373,1.5401,0.2909,0.24,0.3399,2.5601,0.1509,0.3111,0.091,9,0,227.0001,34,0,27,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
286,Availa-Cu 100_6391__07/25/13,Non calory,0,100,0,95,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105263.1579,0,0,0,0,0,0,0,0,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
287,Bahia Hay - FB_8633__04/02/13,Forage,0,0,100,89,70,12,7,25,0,0,0,8.042949,2.5001,5.58,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.906899,3.985551,3.711079,3.927764,7.417337,3.518461,5.858753,1.553775,4.691809,2.611562,49.23208,1.86739,1.02547,0.47438,40,40,0.2599,0.1999,0.2509,0.52,1.6,0.0401,0.21,0.08,10,0,62,27,0,29,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
288,Bahia Hay - LV_8632__04/02/13,Forage,0,0,100,88,64.9999,12.000018,9.4999,25.000053,0,0,0,6.928326,2.6,5.58,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.806841,4.417511,4.165114,4.209977,7.546011,3.889989,5.885114,1.672261,4.824216,2.047864,51.95704,1.96285,1.11683,0.55912,40,40,0.28,0.21,0.27,0.52,1.8,0.0441,0.21,0.795,10,0,62.0001,27,0,29,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
289,Bahiagrass Hay - EV_8631__04/02/13,Forage,0,0,100,89,55,11.999818,10.8999,25.000046,0,0,0,4.629612,2.6,5.58,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.743236,4.505348,4.264753,4.247124,7.477034,3.964169,5.804708,1.689326,4.798101,1.813854,56.89699,2.13461,1.27774,0.70697,40,40,0.3,0.2599,0.29,0.52,2,0.0401,0.21,0.08,10,0,62,27,0,29,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
290,Barley Grass_8789__04/02/13,Forage,0,0,100,92,65.8696,9.075962,9.0435,25.000055,0,0,0,9.936983,2.3152,10.6956,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.744707,4.173185,3.928359,3.994826,7.212,3.675957,5.634717,1.585935,4.603717,2.039054,46.93208,1.87012,1.02811,0.47683,40,40,0.2224,0.2515,0.1742,0.503,1.1415,0.1354,0.1644,0.067717,23.217391,0,97.7066,26.119565,0,46.434783,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
291,Barley Hay - Mature_8636__04/02/13,Forage,0,0,100,89,64.9999,6.000009,7.1001,25.00007,0,0,0,6.054521,2.5001,5.58,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.900427,4.005955,3.73282,3.940281,7.419742,3.535955,5.856697,1.55909,4.695933,2.580124,51.64213,2.13483,1.27794,0.707151,40,40,0.23,0.2599,0.18,0.52,1.18,0.1399,0.1699,0.07,24,0,101,27,0,48,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
292,Barley Sil - Boot_8637__04/02/13,Forage,0,0,100,45,49.9999,6.000212,14.0001,25.000036,0,0,0,65.30279,2.6,5.8509,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,2.326978,5.490444,3.384111,6.019,11.796733,6.341222,9.199933,2.7476,7.399956,1.085711,58.8968,2.473951,1.58368,0.98278,30.000007,30.000007,0.231,0.26,0.1799,0.52,1.1799,0.1399,0.171,0.071,24,0,101,27,0,48,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
293,Barley Sil - Dough_8639__04/02/13,Forage,0,0,100,45,60,5.999667,11.2,25,0,0,0,58.809091,2.5001,9.7999,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,2.708733,5.563089,3.952378,6.384911,12.6238,6.626578,9.544444,3.145644,7.972222,1.357133,50.16518,2.23918,1.37364,0.79418,30,30,0.231,0.26,0.1799,0.52,1.1799,0.1399,0.171,0.071,24,0,101,27,0,48,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
294,Barley Sil - Milk_8638__04/02/13,Forage,0,0,100,45,55,6.000182,12.5,25,100,7.7,6.1,61.439086,3.0001,9.7999,90,10,50,4,0,100000,300,10,0.5,0,100,75,20,0,100,100,100,80,0,95,50,2.510222,5.525333,3.656889,6.194667,12.193778,6.478222,9.365333,2.938667,7.674667,1.216,53.27018,2.316451,1.443551,0.857331,30,30,0.231,0.26,0.1799,0.52,1.1799,0.1399,0.171,0.071,24,0,101,27,0.15,48,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
295,Barley Straw_8640__04/02/13,Forage,0,0,100,90,75,5.999867,4.2999,25.000116,5,2,1,14.285544,2.5,9.8,100,250,30,3.5,0,100000,135,3.5,0.09,0,100,75,20,0,100,100,100,80,0,95,50,2.169822,3.039344,2.709111,3.330056,7.231178,2.706011,5.887222,1.301322,4.4554,3.967022,42.97499,1.8615,1.01979,0.46908,40,40,0.3,0.07,0.2301,0.67,2.37,0.1401,0.17,0.67,5,0,201,17,0,7,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
296,BARLEY_1__07/25/13,,0,100,0,89.86,17.972402,0,9.726241,22.999996,0,0,0,83.800001,2.370354,2.492767,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,2.100901,4.545337,5.892711,3.966381,7.943712,3.842744,5.698164,2.613399,5.403784,1.25927,89.840307,3.189105,2.186123,1.504585,22,22,0.077899,0.367238,0.139105,0.122413,0.645448,0.022257,0.166926,0.100156,7.789895,0.044514,94.591587,18.918317,0.166926,18.918317,0.77899,0,22.256844,0.6,0.7,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
297,Beet Whole Forage_8741__04/02/13,Forage,0,0,100,30,9.12,0,7.8999,56.562868,0,0,0,0.20806,0.1801,6.8602,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,4.000067,14.3335,8.033433,11.000133,16.400633,10.400967,15.691767,8.333433,9.6668,2.911433,82.2673,3.15581,2.1591,1.4818,27.444525,27.444525,0.224,0.17,0.1669,0.1999,1.9002,0.1002,0.0666,0.3,40,6,956.6667,113.333333,0.133333,3.333333,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
298,Bermuda Grass - Fresh_8644__04/02/13,Forage,0,0,100,29,54.9999,11.999658,17.9998,66.809798,0,0,0,6.375721,2.6001,5.5788,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,4.99431,14.955897,14.291138,13.727931,23.07669,13.134069,17.69731,5.479,14.955897,3.833379,57.608121,2.135821,1.278859,0.70799,23.317537,23.317537,0.4897,0.2688,0.2688,0.5212,1.8789,0.4411,0.2099,0.079,10,0,300,85,0,11,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
299,Bermuda Hay - 15/28D_8641__04/02/13,Forage,0,0,100,92,55,12,16,25,0,0,0,5.763689,2.6,5.58,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.595793,4.646065,4.432065,4.285326,7.266304,4.081522,5.585598,1.709239,4.700413,1.313185,57.407,2.15149,1.29332,0.72119,40,40,0.3999,0.2699,0.21,0.52,2.2,0.44,0.21,0.08,10,0,300,85,0,11,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
300,Bermuda Hay - 29/42D_8642__04/02/13,Forage,0,0,100,93,60,12.000167,11.9999,25.000042,0,0,0,6.05449,2.6,5.5801,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.642484,4.393409,4.168495,4.114731,7.164849,3.863828,5.546548,1.638011,4.608462,1.610226,54.60691,2.05468,1.2034,0.63889,40,40,0.3201,0.2,0.1601,0.5201,1.7001,0.44,0.2101,0.08,10,0,299.9999,85,0,11,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
301,Bermuda Hay - 43/56D_8643__04/02/13,Forage,0,0,100,93,70.0001,11.999983,8.0001,25.000062,0,0,0,8.620937,2.5001,5.5801,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.77014,3.987849,3.736516,3.865548,7.118323,3.516086,5.588774,1.532237,4.525484,2.232495,49.331951,1.87069,1.028651,0.47734,40,40,0.2599,0.1801,0.13,0.5201,1.3,0.44,0.2101,0.08,10,0,299.9999,85,0,11,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
302,Bermuda Hay - EV_8645__04/02/13,Forage,0,0,100,90,60.0001,11.99998,16,25,0,0,0,7.585335,2.5999,5.58,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.631256,4.749311,4.530556,4.380556,7.427778,4.172222,5.709722,1.747222,4.804867,1.342367,55.00688,2.06793,1.21578,0.65026,40,40,0.4,0.2699,0.21,0.5201,2.2,0.4401,0.21,0.08,10,0,300,85,0,11,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
303,Bermuda Hay - LV_8646__04/02/13,Forage,0,0,100,90,65,11.999846,15.0001,25.000033,96,31,6.5,10.067199,2.5,5.58,100,250,30,3,0,100000,135,11,0.09,0,100,75,20,0,100,100,100,80,0,95,50,1.644433,4.707378,4.4859,4.354789,7.422989,4.136267,5.714111,1.736289,4.796267,1.406656,52.43201,1.97743,1.13066,0.5719,40,40,0.26,0.1799,0.1799,0.5201,1.3001,0.4401,0.21,0.08,10,0,300,85,0,11,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
304,Birdsfoot / Fresh_8647__04/02/13,Forage,0,0,100,24,37.9999,16.052937,23.0003,73.460303,0,0,0,5.415241,2.7001,8.6001,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,6.175625,19.478208,15.751792,16.784375,26.681,16.478208,22.177625,7.864208,18.025292,6.510958,65.295058,2.236029,1.370771,0.791592,20.412251,20.412251,1.9081,0.2212,0.279,0.5581,1.9918,0.0709,0.2499,0.208,9,0,399.9999,41,0,24,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
305,Birdsfoot Hay - EV_8648__04/02/13,Forage,0,0,100,90,40,16.00025,21,30,0,0,0,5.415162,2.6999,8.6001,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.695767,5.257144,4.197356,4.534922,7.311111,4.440211,5.9291,2.091533,4.811644,1.693122,64.21484,2.21445,1.3511,0.77374,30,30,1.7,0.2699,0.51,0.5599,1.9199,0.07,0.25,0.11,9,0,228,29,0,24,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
306,Birdsfoot Hay - FB_8650__04/02/13,Forage,0,0,100,90,49.9999,16.000032,13,30,0,0,0,5.077843,1.9999,5.4601,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,2.041878,5.702567,4.175211,4.952989,8.699144,4.765811,6.0359,2.052133,4.846156,1.388033,61.15888,2.09366,1.23977,0.67225,30,30,1.7,0.2699,0.51,0.5599,1.9199,0.07,0.25,0.11,9,0,228,29,0,27,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
307,Birdsfoot Hay - LV_8649__04/02/13,Forage,0,0,100,90,45,16,17.9999,30,70,18,11,6.009591,3,9.04,95,250,30,5.5,0,100000,150,9,1.25,0,100,75,20,0,100,100,100,80,0,95,50,1.789511,5.377811,4.191378,4.648178,7.687078,4.528422,5.958,2.080878,4.821011,1.6105,61.56599,2.12061,1.26478,0.69513,30,30,1.7,0.2699,0.6101,0.5599,1.9199,0.07,0.25,0.11,9,0.17,228,29,0.55,25,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
308,Bluegrass - Hay Mature_8652__04/02/13,Forage,0,0,100,90,60.0001,11.99998,9.9999,25.00005,0,0,0,5.628544,3.1001,5.58,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.750022,4.372267,4.128933,4.148933,7.384411,3.848922,5.748833,1.6489,4.727822,1.921133,54.78202,2.06623,1.2142,0.64881,40,40,0.3301,0.2509,0.16,0.53,1.69,0.1301,0.16,0.08,10,0,293,70,0,29,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
309,Bluegrass / Fre Milk_8653__04/02/13,Forage,0,0,100,30,55,15.272727,16.7999,65.195924,0,0,0,12.711999,5.0399,13.7203,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,4.8655,14.3378,13.687367,13.1969,22.2936,12.593733,17.119733,5.2651,14.433033,3.8893,52.39766,1.90878,1.06526,0.51135,24.017226,24.017226,0.4634,0.4761,0.2365,0.56,2.7734,0.2237,0.4059,0.1834,19.6,0,357,77,0,42,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
310,Bluegrass / Frsh EV_8654__04/02/13,Forage,0,0,100,30,56.8334,11.99981,18.6,66.941989,0,0,0,8.108327,3.72,6.047,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,4.810767,14.511467,13.8724,13.3036,22.313633,12.742667,17.1018,5.3104,14.468467,3.622567,57.23002,2.13322,1.27645,0.70579,23.324032,23.324032,0.3401,0.3501,0.1766,0.4131,2.0468,0.1663,0.2996,0.063033,14.466667,0,263.5001,56.833333,0,31,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
311,Bluegrass / Frsh LV_8655__04/02/13,Forage,0,0,100,30,56,12.000179,11.1999,59.763926,0,0,0,5.628465,2.3333,9.1466,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,5.148267,13.44,12.731067,12.645367,22.190367,11.8239,17.212967,5.031,14.249533,5.2673,53.21536,1.99187,1.14432,0.58452,26.173716,26.173716,0.3071,0.3163,0.1597,0.3733,1.847,0.1505,0.2698,0.056933,13.066667,0,237.9999,51.333333,0,28,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
312,Bluegrass Hay - EV_8651__04/02/13,Forage,0,0,100,89,50,12,16,25,0,0,0,4.834811,3.6,5.58,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.649584,4.802674,4.581461,4.429775,7.511236,4.219101,5.773876,1.766854,4.858854,1.357449,60.557,2.27137,1.40286,0.82062,40,40,0.3301,0.2509,0.16,0.53,1.69,0.1301,0.16,0.08,10,0,292.9999,70,0,29,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
313,Bluegrass Hay - LV_8656__04/02/13,Forage,0,0,100,89,64.9999,12.000018,11.9999,25.000042,0,0,0,8.042842,2.5001,5.58,0,0,0,0,0,100000,0,0,0,0,100,75,20,0,100,100,100,80,0,95,50,1.716303,4.590865,4.355843,4.299663,7.486865,4.037483,5.795831,1.711629,4.815584,1.682596,52.13211,1.9675,1.12124,0.56321,40,40,0.3301,0.2509,0.16,0.53,1.69,0.1301,0.16,0.06,10,0,292.9999,70,0,30,0,0,0,0.3,0.64,0.16,0.9,0.9,0.9,1,1,0.4,0.85,0.1,0.0075,1,0.15,1,1,1,0,0,0,0,0,0,0,0,0
